As of Date,Fiscal Year,Region,Borrower Country,Borrower Country Code,Project ID,Project Name,Procurement Type,Procurement Category,Procurement Method,Product line,Major Sector,WB Contract Number,Contract Description,Contract Signing Date,Supplier,Supplier Country,Supplier Country Code,Supplier State,Total Contract Amount (USD),Borrower Contract Reference Number,UN Supplier Flag
07/01/2014 12:00:00 AM,2015,AFE,"Congo, Democrat",ZR,P104041,DRC-Enhancing Governance Capacity (FY08),Administrative Services,CONSULTANT SERVICES,Quality Based Selection,IBRD/IDA,Public Admin,1521603,Mise en oeuvre de systèmes informatiques de gestion de la ch,07/31/2014 12:00:00 AM,BUROTOP SPRL,"Congo, Democrat",ZR,Not assigned,1624893,#,No
07/01/2014 12:00:00 AM,2015,AFE,"Congo, Democrat",ZR,P104041,DRC-Enhancing Governance Capacity (FY08),Equipment Information Technology,GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1537021,MISE EN OEUVRE DE SYSTEMES INFORMATISES DE GESTION DE LA CHQ,07/31/2014 12:00:00 AM,BUROTOP SPRL,"Congo, Democrat",ZR,Not assigned,1624893,DAOI N AOIF/PRCG/CN/PM/02/2010,No
07/01/2014 12:00:00 AM,2015,AFE,Eastern Africa,3E,P130694,Nile Cooperation for Results Project,Management /Technical Advice,CONSULTANT SERVICES,Single Source Selection,Recipient Executed A,Water/Sanit/Waste,1521570,Hydropower Engineer,05/30/2014 12:00:00 AM,FLORIBERT KANYARUSBATSI,Burundi,BI,Not assigned,38148,#,No
07/01/2014 12:00:00 AM,2015,AFE,Madagascar,MG,P090615,MG-MultiSec STI/HIV/AIDS Prev II (FY06),Health Services,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,(H)Health & social,1520917,Mise en place d'un système informatique de collecte rapide d,07/15/2014 12:00:00 AM,HUMAN NETWORK INTERNATINAL,Madagascar,MG,Not assigned,124907,N.03/2014-IDA/PMPSII.FA,No
07/01/2014 12:00:00 AM,2015,AFR,Africa,3A,P111432,RCIP - Phase 3,Other Operational Services,NON-CONSULTING SERVICES,International Competitive Bidding,IBRD/IDA,Info & Communication,1534861,Contratacao para Prestacao de Servicos de Fornecimento da Ca,08/27/2014 12:00:00 AM,"MOVITEL, SA",Mozambique,MZ,Not assigned,508937,PROCYS#88-C2-D-8/MEGCIP/UGEA/MCT,No
07/01/2014 12:00:00 AM,2015,AFW,"Congo, Republic",CG,P122990,CG:Transparency & Governance repeat Proj,Hardware/Software Services,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Public Admin,1522132,Appui technique au PRCTG pour le suivi de la mise en oeuvre,08/04/2014 12:00:00 AM,Individual Consultant,Madagascar,MG,Not assigned,59580,037C/MEFPPPI-CAB/PRCTG/14,No
07/01/2014 12:00:00 AM,2015,AFW,Liberia,LR,P146966,Emergency Monrovia Urban Sanitation 2AF,Other Operational Services,NON-CONSULTING SERVICES,National Competitive Bidding,Recipient Executed A,Water/Sanit/Waste,1524236,OPERATIONS AND MANAGEMENT OF THE WEIGHBRIDGE AT WHEIN TOWN S,07/01/2014 12:00:00 AM,"CJ CONSTRUCTION, INC",Liberia,LR,Not assigned,485597,EMUS/NC/OM-WBS/017/02/14,No
07/01/2014 12:00:00 AM,2015,AFW,Liberia,LR,P127319,LR-Integrated PFM Reform,Management /Technical Advice,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Public Admin,1532363,CONTRACT FOR QUALITY ASSURANCE TRAINER BETWEEN GAC AND MUSIY,12/21/2013 12:00:00 AM,Individual Consultant,Zimbabwe,ZW,Not assigned,112000,1532363,No
07/01/2014 12:00:00 AM,2015,AFW,Liberia,LR,P113099,LR-Urban and Rural Infra. Rehab. Project,Project Management,CONSULTANT SERVICES,Consultant Qualification  Selection,IBRD/IDA,Transportation,1540753,PFMU Manager,07/01/2014 12:00:00 AM,CHRISTOPHER KWAME SOKPOR,Ghana,GH,Not assigned,268200,PROCYS R#06 P113099,No
07/01/2014 12:00:00 AM,2015,AFW,Sierra Leone,SL,P126180,Sierra Leone Energy Access Proj. - SLIDF,Financial Services,CONSULTANT SERVICES,Consultant Qualification  Selection,Recipient Executed A,Energy & Extractives,1522162,Consultancy Contract for the services of a Financial Managem,07/02/2014 12:00:00 AM,ALBERT PATEWA,Sierra Leone,SL,Not assigned,170000,CS/3,No
07/01/2014 12:00:00 AM,2015,AFW,Togo,TG,P113415,TG:Emergency Infra.Rehab. & Energy Proj.,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1534533,Travaux d'aménagement et de pavage de la seconde chaussée de,10/31/2014 12:00:00 AM,OFMAS - INTERNATIONAL,Benin,BJ,Not assigned,617870,NO.721/TV622/IDA03_LOME,No
07/01/2014 12:00:00 AM,2015,AFW,Togo,TG,P113415,TG:Emergency Infra.Rehab. & Energy Proj.,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1534542,Travaux d'aménagement de rehabilitation d'infrastructures et,10/31/2014 12:00:00 AM,IMS,Togo,TG,Not assigned,700346,NO. 719/TV620/IDA03_LOME,No
07/01/2014 12:00:00 AM,2015,AFW,Togo,TG,P113415,TG:Emergency Infra.Rehab. & Energy Proj.,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1534543,Travaux d'aménagement et de pavage de la seconde chaussée de,10/31/2014 12:00:00 AM,IMS,Togo,TG,Not assigned,703641,NO. 720/TV621/IDA03_LOME,No
07/01/2014 12:00:00 AM,2015,AFW,Western Africa,3W,P093806,3A-Niger Basin Water Resources,"Works, Building",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1523779,Travaux amenagement hydroagricole de Kimignalen Heriko et Ba,08/01/2014 12:00:00 AM,COMPAGNIE MALIENNE ENTREPRISES,Mali,ML,Not assigned,592152,NR/04/PDREGDE/DNGR/14,No
07/01/2014 12:00:00 AM,2015,AFW,Western Africa,3W,P093806,3A-Niger Basin Water Resources,"Works, Building",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1523790,"Travaux amenagement hydroagricole Bendekoudedi, drissatigui,",08/01/2014 12:00:00 AM,COMPAGNIE MALIENNE ENTREPRISES,Mali,ML,Not assigned,700184,NR/005/PDREGDE/DNGR/14,No
07/01/2014 12:00:00 AM,2015,AFW,Western Africa,3W,P093806,3A-Niger Basin Water Resources,"Works, Building",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1523791,Travaux amenagement hydroagricole de Kimignalen Heriko et Ba,08/01/2014 12:00:00 AM,COMPAGNIE MALIENNE ENTREPRISES,Mali,ML,Not assigned,592152,NR/04/PDREGDE/DNGR/14,No
07/01/2014 12:00:00 AM,2015,AFW,Western Africa,3W,P093806,3A-Niger Basin Water Resources,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1527672,Lot 2 Travaux amenagement hydro agricole des bas-fonds de Gb,08/01/2014 12:00:00 AM,TOTRACOM,Guinea,GN,Not assigned,642135,NR/004/PDREGDE/DNGR/14,No
07/01/2014 12:00:00 AM,2015,AFW,Western Africa,3W,P093806,3A-Niger Basin Water Resources,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1527674,Lot 1 - travaux amenagement hydro agricole du bas-fond de Gb,08/01/2014 12:00:00 AM,ZAKMA,Guinea,GN,Not assigned,803725,NR/005/PDREGDE/DNGR/14,No
07/01/2014 12:00:00 AM,2015,EAP,Cambodia,KH,P109648,KH - Trade Development Support Program,Audit Services,CONSULTANT SERVICES,Individual Consultant Selection,Recipient Executed A,Public Admin,1534746,Internal Auditor (National Consultant),07/07/2014 12:00:00 AM,Individual Consultant,Cambodia,KH,Not assigned,42263,TDSP/2014/124,No
