As of Date,Fiscal Year,Region,Borrower Country,Borrower Country Code,Project ID,Project Name,Procurement Type,Procurement Category,Procurement Method,Product line,Major Sector,WB Contract Number,Contract Description,Contract Signing Date,Supplier,Supplier Country,Supplier Country Code,Supplier State,Total Contract Amount (USD),Borrower Contract Reference Number,UN Supplier Flag
07/08/2019 12:00:00 AM,2020,AFE,Ethiopia,ET,P156433,Second Ethiopia - Urban WSSP,Not assigned,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Water/Sanit/Waste,1602560,Individual consultant for procurement specialist position,07/08/2019 12:00:00 AM,Individual Consultant,Ethiopia,ET,Not assigned,34544,ET-AAWSA-47575-CS-INDV,No
07/08/2019 12:00:00 AM,2020,AFE,Kenya,KE,P120014,KE Electricity Modernization Project,Not assigned,CIVIL WORKS,Request for Bids,IBRD/IDA,Energy & Extractives,1596581,"Design, Supply and Installation of Solar Photovoltaic Power",NA,KINGSHORE NEW RESOURCES ELECTRIC JIANGSU COMPANY LIMITED,China,CN,Not assigned,7021677,KE-REA-48167-CW-RFB,No
07/08/2019 12:00:00 AM,2020,AFE,Kenya,KE,P120014,KE Electricity Modernization Project,Not assigned,CIVIL WORKS,Request for Bids,IBRD/IDA,Energy & Extractives,1596598,"Design, Supply and Installation of Solar Photovoltaic Power",NA,KINGSHORE NEW RESOURCES ELECTRIC JIANGSU COMPANY LIMITED,China,CN,Not assigned,5215717,KE-REA-48167-CW-RFB,No
07/08/2019 12:00:00 AM,2020,AFE,Madagascar,MG,P160848,Madagascar: Nutrition & Health Project,Not assigned,CONSULTANT SERVICES,Direct Selection,IBRD/IDA,Others,1596371,N° 02/AC/MSANP/SG/UCP/PARN/19 Fourniture d'Assistance Techni,09/19/2019 12:00:00 AM,ORGANISATION MONDIALE DE LA SANTE,Madagascar,MG,Not assigned,1822067,MG-UCP-95218-CS-CDS,No
07/08/2019 12:00:00 AM,2020,AFW,Nigeria,NG,P120798,NG-States Health Prog. Invest. (FY12),Not assigned,CONSULTANT SERVICES,Direct Selection,IBRD/IDA,Others,1592801,Renewal of Contract as Independent Verification Agency (IVA),07/09/2019 12:00:00 AM,APIN PUBLIC HEALTH INITIATIVE,Nigeria,NG,Not assigned,789701,NPHCDA/NSHIP/CS/CDS/2019/002-1,No
07/08/2019 12:00:00 AM,2020,AFW,Nigeria,NG,P120798,NG-States Health Prog. Invest. (FY12),Not assigned,CONSULTANT SERVICES,Direct Selection,IBRD/IDA,Others,1592815,Renewal of Contract as Independent Verification Agency (IVA),07/09/2019 12:00:00 AM,IBOLDA HEALTH INTERNATIONAL,Nigeria,NG,Not assigned,510717,NPHCDA/NSHIP/CS/CDS/2019/002-3,No
07/08/2019 12:00:00 AM,2020,AFW,Nigeria,NG,P120798,NG-States Health Prog. Invest. (FY12),Not assigned,CONSULTANT SERVICES,Direct Selection,IBRD/IDA,Others,1592816,Renewal of Contract as Independent Verification Agency (IVA),07/09/2019 12:00:00 AM,CENTRE FOR ALTERNATIVE SUSTAINABLE LIVELIHOODS,Nigeria,NG,Not assigned,527537,NPHCDA/NSHIP/CS/CDS/2019/002-2,No
07/08/2019 12:00:00 AM,2020,AFW,Nigeria,NG,P120798,NG-States Health Prog. Invest. (FY12),Not assigned,CONSULTANT SERVICES,Direct Selection,IBRD/IDA,Others,1592884,Renewal of Contract for Consultant as Contract Management &,07/09/2019 12:00:00 AM,BELL DOME CONSULTS LTD,Nigeria,NG,Not assigned,353293,NPHCDA/NSHIP/CS/CDS/2019/1-2,No
07/08/2019 12:00:00 AM,2020,AFW,Nigeria,NG,P120798,NG-States Health Prog. Invest. (FY12),Not assigned,CONSULTANT SERVICES,Direct Selection,IBRD/IDA,Others,1592891,Renewal of Contract as Consultant Contract Management & Veri,07/09/2019 12:00:00 AM,HEALTH SYSTEMS CONSULT LTD,Nigeria,NG,Not assigned,352555,NPHCDA/NSHIP/CS/CDS/2019/001-5,No
07/08/2019 12:00:00 AM,2020,AFW,Nigeria,NG,P120798,NG-States Health Prog. Invest. (FY12),Not assigned,CONSULTANT SERVICES,Direct Selection,IBRD/IDA,Others,1592900,Renewal of Contract as Contract Management & Verification Ag,07/09/2019 12:00:00 AM,AKKRAL CONSULT LTD,Nigeria,NG,Not assigned,338896,NPHCDA/NSHIP/CS/CDS/2019/001-1,No
